tweet,binaereKlassifikation,granulareKlassifikation,Wörter in Tweet,Wörter pro Tweet,Tweets ohne Satzzeichen,Wortlänge,Durchschnittliche Wortlänge,Verlinkungen,Verlinkung pro Tweet,Hashtags,Hashtags pro Tweet,utf Codes,utf Codes pro Tweet,Emojis,Emojis pro Tweet
#SPD-Vize Malu #Dreyer verteidigt Kompromiss zu Paragraf #219a |LBR| Wir Genossen müssen alles tun um unsere gut bezahlten Ministerposten zu behalten.Für die SPD gibt es nichts was wichtiger ist.TOLL,OTHER,OTHER,"['spd-vize', 'malu', 'dreyer', 'verteidigt', 'kompromiss', 'zu', 'paragraf', '219a', 'wir', 'genossen', 'müssen', 'alles', 'tun', 'um', 'unsere', 'gut', 'bezahlten', 'ministerposten', 'zu', 'behalten.für', 'die', 'spd', 'gibt', 'es', 'nichts', 'was', 'wichtiger', 'ist.toll']",28,"['SPDVize', 'Malu', 'Dreyer', 'verteidigt', 'Kompromiss', 'zu', 'Paragraf', '219a', 'Wir', 'Genossen', 'müssen', 'alles', 'tun', 'um', 'unsere', 'gut', 'bezahlten', 'Ministerposten', 'zu', 'behaltenFür', 'die', 'SPD', 'gibt', 'es', 'nichts', 'was', 'wichtiger', 'istTOLL']","[7, 4, 6, 10, 10, 2, 8, 4, 3, 8, 6, 5, 3, 2, 6, 3, 9, 14, 2, 11, 3, 3, 4, 2, 6, 3, 9, 7]",5.71,[],0,"['#SPD-Vize', '#Dreyer', '#219a']",3,[],0,[],0
"Nach #EU-Verordnung ist die Verfütterung von Speiseresten an Schweine nicht mehr erlaubt. Um die Schweine zu schützen,Heute wird das Zeug bei den #Tafeln Suppenküchen an Menschen verteilt weil der #SPD Hartz IV Satz nicht zum Leben reicht.Frage mich wer schützt die Menschen dort",OTHER,OTHER,"['nach', 'eu-verordnung', 'ist', 'die', 'verfütterung', 'von', 'speiseresten', 'an', 'schweine', 'nicht', 'mehr', 'erlaubt.', 'um', 'die', 'schweine', 'zu', 'schützen,heute', 'wird', 'das', 'zeug', 'bei', 'den', 'tafeln', 'suppenküchen', 'an', 'menschen', 'verteilt', 'weil', 'der', 'spd', 'hartz', 'iv', 'satz', 'nicht', 'zum', 'leben', 'reicht.frage', 'mich', 'wer', 'schützt', 'die', 'menschen', 'dort']",43,"['Nach', 'EUVerordnung', 'ist', 'die', 'Verfütterung', 'von', 'Speiseresten', 'an', 'Schweine', 'nicht', 'mehr', 'erlaubt', 'Um', 'die', 'Schweine', 'zu', 'schützenHeute', 'wird', 'das', 'Zeug', 'bei', 'den', 'Tafeln', 'Suppenküchen', 'an', 'Menschen', 'verteilt', 'weil', 'der', 'SPD', 'Hartz', 'IV', 'Satz', 'nicht', 'zum', 'Leben', 'reichtFrage', 'mich', 'wer', 'schützt', 'die', 'Menschen', 'dort']","[4, 12, 3, 3, 12, 3, 12, 2, 8, 5, 4, 7, 2, 3, 8, 2, 13, 4, 3, 4, 3, 3, 6, 12, 2, 8, 8, 4, 3, 3, 5, 2, 4, 5, 3, 5, 11, 4, 3, 7, 3, 8, 4]",5.35,[],0,"['#EU-Verordnung', '#Tafeln', '#SPD']",3,[],0,[],0
"arkus #Söder #CDU freut sich immer wieder, wenn er nach Besuchen #Berlin verlassen kann.Bei Euch in Berlin gibt es nicht so viele Messerstechen wie bei uns in #Bayern siehe #Nürnberg.TOLL",OTHER,OTHER,"['arkus', 'söder', 'cdu', 'freut', 'sich', 'immer', 'wieder,', 'wenn', 'er', 'nach', 'besuchen', 'berlin', 'verlassen', 'kann.bei', 'euch', 'in', 'berlin', 'gibt', 'es', 'nicht', 'so', 'viele', 'messerstechen', 'wie', 'bei', 'uns', 'in', 'bayern', 'siehe', 'nürnberg.toll']",30,"['arkus', 'Söder', 'CDU', 'freut', 'sich', 'immer', 'wieder', 'wenn', 'er', 'nach', 'Besuchen', 'Berlin', 'verlassen', 'kannBei', 'Euch', 'in', 'Berlin', 'gibt', 'es', 'nicht', 'so', 'viele', 'Messerstechen', 'wie', 'bei', 'uns', 'in', 'Bayern', 'siehe', 'NürnbergTOLL']","[5, 5, 3, 5, 4, 5, 6, 4, 2, 4, 8, 6, 9, 7, 4, 2, 6, 4, 2, 5, 2, 5, 13, 3, 3, 3, 2, 6, 5, 12]",5,[],0,"['#Söder', '#CDU', '#Berlin', '#Bayern', '#Nürnberg.TOLL']",5,[],0,[],0
"#Unglaublich |LBR| Ein Hartz-IV-Empfänger lehnt einen 1 Euro Job ab und stellt dann unverschämte Forderung,Er will eine Arbeit haben in Vollzeit Job mit einen Lohn wo von er auch noch leben kann.Wo Leben wir das ein Mensch so etwas verlangt ? #SPD Hartz IV System.",OTHER,OTHER,"['unglaublich', 'ein', 'hartz-iv-empfänger', 'lehnt', 'einen', '1', 'euro', 'job', 'ab', 'und', 'stellt', 'dann', 'unverschämte', 'forderung,er', 'will', 'eine', 'arbeit', 'haben', 'in', 'vollzeit', 'job', 'mit', 'einen', 'lohn', 'wo', 'von', 'er', 'auch', 'noch', 'leben', 'kann.wo', 'leben', 'wir', 'das', 'ein', 'mensch', 'so', 'etwas', 'verlangt', '?', 'spd', 'hartz', 'iv', 'system.']",44,"['Unglaublich', 'Ein', 'HartzIVEmpfänger', 'lehnt', 'einen', '1', 'Euro', 'Job', 'ab', 'und', 'stellt', 'dann', 'unverschämte', 'ForderungEr', 'will', 'eine', 'Arbeit', 'haben', 'in', 'Vollzeit', 'Job', 'mit', 'einen', 'Lohn', 'wo', 'von', 'er', 'auch', 'noch', 'leben', 'kannWo', 'Leben', 'wir', 'das', 'ein', 'Mensch', 'so', 'etwas', 'verlangt', '', 'SPD', 'Hartz', 'IV', 'System']","[11, 3, 16, 5, 5, 1, 4, 3, 2, 3, 6, 4, 12, 11, 4, 4, 6, 5, 2, 8, 3, 3, 5, 4, 2, 3, 2, 4, 4, 5, 6, 5, 3, 3, 3, 6, 2, 5, 8, 0, 3, 5, 2, 6]",4.7,[],0,"['#Unglaublich', '#SPD']",2,[],0,[],0
"Neue Generationen-Studie |LBR| Einmal Hartz IV, immer Hartz IV die SPD hat es geschafft das dort nie wieder einer raus kommen wird. Kinder die damit aufwachsen werden im Niedriglohnsektor landen danach eine Rente bekommen wo von man nicht Leben kannTOLL",OTHER,OTHER,"['neue', 'generationen-studie', 'einmal', 'hartz', 'iv,', 'immer', 'hartz', 'iv', 'die', 'spd', 'hat', 'es', 'geschafft', 'das', 'dort', 'nie', 'wieder', 'einer', 'raus', 'kommen', 'wird.', 'kinder', 'die', 'damit', 'aufwachsen', 'werden', 'im', 'niedriglohnsektor', 'landen', 'danach', 'eine', 'rente', 'bekommen', 'wo', 'von', 'man', 'nicht', 'leben', 'kanntoll']",39,"['Neue', 'GenerationenStudie', 'Einmal', 'Hartz', 'IV', 'immer', 'Hartz', 'IV', 'die', 'SPD', 'hat', 'es', 'geschafft', 'das', 'dort', 'nie', 'wieder', 'einer', 'raus', 'kommen', 'wird', 'Kinder', 'die', 'damit', 'aufwachsen', 'werden', 'im', 'Niedriglohnsektor', 'landen', 'danach', 'eine', 'Rente', 'bekommen', 'wo', 'von', 'man', 'nicht', 'Leben', 'kannTOLL']","[4, 18, 6, 5, 2, 5, 5, 2, 3, 3, 3, 2, 9, 3, 4, 3, 6, 5, 4, 6, 4, 6, 3, 5, 10, 6, 2, 17, 6, 6, 4, 5, 8, 2, 3, 3, 5, 5, 8]",5.28,[],0,[],0,[],0,[],0
Zuwanderung nach Deutschland |LBR| Zahl der Asylbewerber unter der Obergrenze damit das so bleibt darf diese Jahr keiner mehr rein kommen.TOLL Jesus muss am 24.12 draußen bleiben. |LBR| Er kann ja im Januar noch mal vorbei schauen..<U+0001F607>,OTHER,OTHER,"['zuwanderung', 'nach', 'deutschland', 'zahl', 'der', 'asylbewerber', 'unter', 'der', 'obergrenze', 'damit', 'das', 'so', 'bleibt', 'darf', 'diese', 'jahr', 'keiner', 'mehr', 'rein', 'kommen.toll', 'jesus', 'muss', 'am', '24.12', 'draußen', 'bleiben.', 'er', 'kann', 'ja', 'im', 'januar', 'noch', 'mal', 'vorbei', 'schauen..']",35,"['Zuwanderung', 'nach', 'Deutschland', 'Zahl', 'der', 'Asylbewerber', 'unter', 'der', 'Obergrenze', 'damit', 'das', 'so', 'bleibt', 'darf', 'diese', 'Jahr', 'keiner', 'mehr', 'rein', 'kommenTOLL', 'Jesus', 'muss', 'am', '2412', 'draußen', 'bleiben', 'Er', 'kann', 'ja', 'im', 'Januar', 'noch', 'mal', 'vorbei', 'schauen']","[11, 4, 11, 4, 3, 12, 5, 3, 10, 5, 3, 2, 6, 4, 5, 4, 6, 4, 4, 10, 5, 4, 2, 4, 7, 7, 2, 4, 2, 2, 6, 4, 3, 6, 7]",5.17,[],0,[],0,['<U+0001F607>'],1,[],0
"#Söder \""""Das Schönste an Bayern ist, wenn ich es verlasse\""",OTHER,OTHER,"['söder', 'das', 'schönste', 'an', 'bayern', 'ist,', 'wenn', 'ich', 'es', 'verlasse\\""']",10,"['Söder', 'Das', 'Schönste', 'an', 'Bayern', 'ist', 'wenn', 'ich', 'es', 'verlasse']","[5, 3, 8, 2, 6, 3, 4, 3, 2, 8]",4.4,[],0,['#Söder'],1,[],0,[],0
#Experten wissen jetzt warum der Bluthochdruck Volkskrankheit Nummer eins ist.Das kommt von der schlechten Politik der #SPD #CDU #CSU #Grünen und der #FDP.. |LBR| Sage ich schon seit Jahren die sind schlecht für die Gesundheit..Aber auf mich hört ja keiner.,OTHER,OTHER,"['experten', 'wissen', 'jetzt', 'warum', 'der', 'bluthochdruck', 'volkskrankheit', 'nummer', 'eins', 'ist.das', 'kommt', 'von', 'der', 'schlechten', 'politik', 'der', 'spd', 'cdu', 'csu', 'grünen', 'und', 'der', 'fdp..', 'sage', 'ich', 'schon', 'seit', 'jahren', 'die', 'sind', 'schlecht', 'für', 'die', 'gesundheit..aber', 'auf', 'mich', 'hört', 'ja', 'keiner.']",39,"['Experten', 'wissen', 'jetzt', 'warum', 'der', 'Bluthochdruck', 'Volkskrankheit', 'Nummer', 'eins', 'istDas', 'kommt', 'von', 'der', 'schlechten', 'Politik', 'der', 'SPD', 'CDU', 'CSU', 'Grünen', 'und', 'der', 'FDP', 'Sage', 'ich', 'schon', 'seit', 'Jahren', 'die', 'sind', 'schlecht', 'für', 'die', 'GesundheitAber', 'auf', 'mich', 'hört', 'ja', 'keiner']","[8, 6, 5, 5, 3, 13, 14, 6, 4, 6, 5, 3, 3, 10, 7, 3, 3, 3, 3, 6, 3, 3, 3, 4, 3, 5, 4, 6, 3, 4, 8, 3, 3, 14, 3, 4, 4, 2, 6]",5.15,[],0,"['#Experten', '#SPD', '#CDU', '#CSU', '#Grünen', '#FDP..']",6,[],0,[],0
#SPD: „Volkspartei“ ohne „Volk“ |LBR| Kein wunder das Volk steht auch jeden Tag vor den #Tafeln Suppenküchen oder sucht im Müll nach Flaschen um zu Überleben.Das hat keine Zeit für für Hartz IV Partei SPD.,OTHER,OTHER,"['spd:', '„volkspartei“', 'ohne', '„volk“', 'kein', 'wunder', 'das', 'volk', 'steht', 'auch', 'jeden', 'tag', 'vor', 'den', 'tafeln', 'suppenküchen', 'oder', 'sucht', 'im', 'müll', 'nach', 'flaschen', 'um', 'zu', 'überleben.das', 'hat', 'keine', 'zeit', 'für', 'für', 'hartz', 'iv', 'partei', 'spd.']",34,"['SPD', '„Volkspartei“', 'ohne', '„Volk“', 'Kein', 'wunder', 'das', 'Volk', 'steht', 'auch', 'jeden', 'Tag', 'vor', 'den', 'Tafeln', 'Suppenküchen', 'oder', 'sucht', 'im', 'Müll', 'nach', 'Flaschen', 'um', 'zu', 'ÜberlebenDas', 'hat', 'keine', 'Zeit', 'für', 'für', 'Hartz', 'IV', 'Partei', 'SPD']","[3, 13, 4, 6, 4, 6, 3, 4, 5, 4, 5, 3, 3, 3, 6, 12, 4, 5, 2, 4, 4, 8, 2, 2, 12, 3, 5, 4, 3, 3, 5, 2, 6, 3]",4.74,[],0,"['#SPD:', '#Tafeln']",2,[],0,[],0
"„Die Begriffe rechts und links haben eine weitgehende Entwertung erfahren, deshalb taugen sie auch nicht mehr als Feindbilder.“Nur die Deppen von #SPD #CDU #CSU haben das immer noch nicht mitbekommen.Wenn die eine Demo sehen sind es für SPD CDU CSU immer Rechts Links Radikale",OFFENSE,INSULT,"['„die', 'begriffe', 'rechts', 'und', 'links', 'haben', 'eine', 'weitgehende', 'entwertung', 'erfahren,', 'deshalb', 'taugen', 'sie', 'auch', 'nicht', 'mehr', 'als', 'feindbilder.“nur', 'die', 'deppen', 'von', 'spd', 'cdu', 'csu', 'haben', 'das', 'immer', 'noch', 'nicht', 'mitbekommen.wenn', 'die', 'eine', 'demo', 'sehen', 'sind', 'es', 'für', 'spd', 'cdu', 'csu', 'immer', 'rechts', 'links', 'radikale']",44,"['„Die', 'Begriffe', 'rechts', 'und', 'links', 'haben', 'eine', 'weitgehende', 'Entwertung', 'erfahren', 'deshalb', 'taugen', 'sie', 'auch', 'nicht', 'mehr', 'als', 'Feindbilder“Nur', 'die', 'Deppen', 'von', 'SPD', 'CDU', 'CSU', 'haben', 'das', 'immer', 'noch', 'nicht', 'mitbekommenWenn', 'die', 'eine', 'Demo', 'sehen', 'sind', 'es', 'für', 'SPD', 'CDU', 'CSU', 'immer', 'Rechts', 'Links', 'Radikale']","[4, 8, 6, 3, 5, 5, 4, 11, 10, 8, 7, 6, 3, 4, 5, 4, 3, 15, 3, 6, 3, 3, 3, 3, 5, 3, 5, 4, 5, 15, 3, 4, 4, 5, 4, 2, 3, 3, 3, 3, 5, 6, 5, 8]",5.16,[],0,"['#SPD', '#CDU', '#CSU']",3,[],0,[],0
#Bayern #Nürnberg in Angst vor dem Messerstecher Täter immer noch nicht gefasst.#Söder #CSU will selber nicht nach Nürnberg weil Er Angst hat.Wie sagte Söder immer Bayern ist das sicherste Bundesland in Deutschland da kann man nur drüber Lachen.,OTHER,OTHER,"['bayern', 'nürnberg', 'in', 'angst', 'vor', 'dem', 'messerstecher', 'täter', 'immer', 'noch', 'nicht', 'gefasst.söder', 'csu', 'will', 'selber', 'nicht', 'nach', 'nürnberg', 'weil', 'er', 'angst', 'hat.wie', 'sagte', 'söder', 'immer', 'bayern', 'ist', 'das', 'sicherste', 'bundesland', 'in', 'deutschland', 'da', 'kann', 'man', 'nur', 'drüber', 'lachen.']",38,"['Bayern', 'Nürnberg', 'in', 'Angst', 'vor', 'dem', 'Messerstecher', 'Täter', 'immer', 'noch', 'nicht', 'gefasstSöder', 'CSU', 'will', 'selber', 'nicht', 'nach', 'Nürnberg', 'weil', 'Er', 'Angst', 'hatWie', 'sagte', 'Söder', 'immer', 'Bayern', 'ist', 'das', 'sicherste', 'Bundesland', 'in', 'Deutschland', 'da', 'kann', 'man', 'nur', 'drüber', 'Lachen']","[6, 8, 2, 5, 3, 3, 13, 5, 5, 4, 5, 12, 3, 4, 6, 5, 4, 8, 4, 2, 5, 6, 5, 5, 5, 6, 3, 3, 9, 10, 2, 11, 2, 4, 3, 3, 6, 6]",5.29,[],0,"['#Bayern', '#Nürnberg', 'gefasst.#Söder', '#CSU']",4,[],0,[],0
In Deutschland Leben über 16 Millionen in absoluter Armut stehen vor #Tafeln Suppenküchen oder suchen im Müll nach Flaschen um zu Überleben.Aber die Mainstream Medien #ARD #ZDF Blödzeitung spechen von relative Armut um so die Armen noch mehr zu demütigen .#SKANDAL,OFFENSE,INSULT,"['in', 'deutschland', 'leben', 'über', '16', 'millionen', 'in', 'absoluter', 'armut', 'stehen', 'vor', 'tafeln', 'suppenküchen', 'oder', 'suchen', 'im', 'müll', 'nach', 'flaschen', 'um', 'zu', 'überleben.aber', 'die', 'mainstream', 'medien', 'ard', 'zdf', 'blödzeitung', 'spechen', 'von', 'relative', 'armut', 'um', 'so', 'die', 'armen', 'noch', 'mehr', 'zu', 'demütigen', '.skandal']",41,"['In', 'Deutschland', 'Leben', 'über', '16', 'Millionen', 'in', 'absoluter', 'Armut', 'stehen', 'vor', 'Tafeln', 'Suppenküchen', 'oder', 'suchen', 'im', 'Müll', 'nach', 'Flaschen', 'um', 'zu', 'ÜberlebenAber', 'die', 'Mainstream', 'Medien', 'ARD', 'ZDF', 'Blödzeitung', 'spechen', 'von', 'relative', 'Armut', 'um', 'so', 'die', 'Armen', 'noch', 'mehr', 'zu', 'demütigen', 'SKANDAL']","[2, 11, 5, 4, 2, 9, 2, 9, 5, 6, 3, 6, 12, 4, 6, 2, 4, 4, 8, 2, 2, 13, 3, 10, 6, 3, 3, 11, 7, 3, 8, 5, 2, 2, 3, 5, 4, 4, 2, 9, 7]",5.32,[],0,"['#Tafeln', '#ARD', '#ZDF', '.#SKANDAL']",4,[],0,[],0
"Stephan #Weil #SPD . Wurde Samstag wird er 60 - und wünscht sich, dass sein Leben so bleibt, wie es ist.TOLL Er muss ja auch nicht vor einer #tafel Suppenküche um Essen betteln oder im Müll nach Flaschen suchen um zu Überleben wie alle Millionen SPD Opfer.",OTHER,OTHER,"['stephan', 'weil', 'spd', '.', 'wurde', 'samstag', 'wird', 'er', '60', '-', 'und', 'wünscht', 'sich,', 'dass', 'sein', 'leben', 'so', 'bleibt,', 'wie', 'es', 'ist.toll', 'er', 'muss', 'ja', 'auch', 'nicht', 'vor', 'einer', 'tafel', 'suppenküche', 'um', 'essen', 'betteln', 'oder', 'im', 'müll', 'nach', 'flaschen', 'suchen', 'um', 'zu', 'überleben', 'wie', 'alle', 'millionen', 'spd', 'opfer.']",47,"['Stephan', 'Weil', 'SPD', '', 'Wurde', 'Samstag', 'wird', 'er', '60', '', 'und', 'wünscht', 'sich', 'dass', 'sein', 'Leben', 'so', 'bleibt', 'wie', 'es', 'istTOLL', 'Er', 'muss', 'ja', 'auch', 'nicht', 'vor', 'einer', 'tafel', 'Suppenküche', 'um', 'Essen', 'betteln', 'oder', 'im', 'Müll', 'nach', 'Flaschen', 'suchen', 'um', 'zu', 'Überleben', 'wie', 'alle', 'Millionen', 'SPD', 'Opfer']","[7, 4, 3, 0, 5, 7, 4, 2, 2, 0, 3, 7, 4, 4, 4, 5, 2, 6, 3, 2, 7, 2, 4, 2, 4, 5, 3, 5, 5, 11, 2, 5, 7, 4, 2, 4, 4, 8, 6, 2, 2, 9, 3, 4, 9, 3, 5]",4.28,[],0,"['#Weil', '#SPD', '#tafel']",3,[],0,[],0
Die #SPD macht sich beim Paragrafen #219a endgültig lächerlich. |LBR| Es ist mehr als nur lächerlich das zeigt doch nur dass es keine SPD mehr gibt dort sitzen nur noch Merkel Arschkriechen der Seeheimer Kreis der SPD in #Berlin.,OFFENSE,INSULT,"['die', 'spd', 'macht', 'sich', 'beim', 'paragrafen', '219a', 'endgültig', 'lächerlich.', 'es', 'ist', 'mehr', 'als', 'nur', 'lächerlich', 'das', 'zeigt', 'doch', 'nur', 'dass', 'es', 'keine', 'spd', 'mehr', 'gibt', 'dort', 'sitzen', 'nur', 'noch', 'merkel', 'arschkriechen', 'der', 'seeheimer', 'kreis', 'der', 'spd', 'in', 'berlin.']",38,"['Die', 'SPD', 'macht', 'sich', 'beim', 'Paragrafen', '219a', 'endgültig', 'lächerlich', 'Es', 'ist', 'mehr', 'als', 'nur', 'lächerlich', 'das', 'zeigt', 'doch', 'nur', 'dass', 'es', 'keine', 'SPD', 'mehr', 'gibt', 'dort', 'sitzen', 'nur', 'noch', 'Merkel', 'Arschkriechen', 'der', 'Seeheimer', 'Kreis', 'der', 'SPD', 'in', 'Berlin']","[3, 3, 5, 4, 4, 10, 4, 9, 10, 2, 3, 4, 3, 3, 10, 3, 5, 4, 3, 4, 2, 5, 3, 4, 4, 4, 6, 3, 4, 6, 13, 3, 9, 5, 3, 3, 2, 6]",4.76,[],0,"['#SPD', '#219a', '#Berlin.']",3,[],0,[],0
"Der #SPD Vorstand Seeheimer Kreis traff sich gestern zum Reden, nicht zum Entscheiden. TOLL Entscheiden ob und wie sich die SPD Erneuert kommt erst wenn es die Partei nicht mehr gibt.. Auch eine Lösung..",OTHER,OTHER,"['der', 'spd', 'vorstand', 'seeheimer', 'kreis', 'traff', 'sich', 'gestern', 'zum', 'reden,', 'nicht', 'zum', 'entscheiden.', 'toll', 'entscheiden', 'ob', 'und', 'wie', 'sich', 'die', 'spd', 'erneuert', 'kommt', 'erst', 'wenn', 'es', 'die', 'partei', 'nicht', 'mehr', 'gibt..', 'auch', 'eine', 'lösung..']",34,"['Der', 'SPD', 'Vorstand', 'Seeheimer', 'Kreis', 'traff', 'sich', 'gestern', 'zum', 'Reden', 'nicht', 'zum', 'Entscheiden', 'TOLL', 'Entscheiden', 'ob', 'und', 'wie', 'sich', 'die', 'SPD', 'Erneuert', 'kommt', 'erst', 'wenn', 'es', 'die', 'Partei', 'nicht', 'mehr', 'gibt', 'Auch', 'eine', 'Lösung']","[3, 3, 8, 9, 5, 5, 4, 7, 3, 5, 5, 3, 11, 4, 11, 2, 3, 3, 4, 3, 3, 8, 5, 4, 4, 2, 3, 6, 5, 4, 4, 4, 4, 6]",4.79,[],0,['#SPD'],1,[],0,[],0
"#SPD #CDU #CSU haben das Drittes Geschlecht eingeführt |LBR| Männlich, weiblich, Außerirdisch - Vielfalt ist normal",OTHER,OTHER,"['spd', 'cdu', 'csu', 'haben', 'das', 'drittes', 'geschlecht', 'eingeführt', 'männlich,', 'weiblich,', 'außerirdisch', '-', 'vielfalt', 'ist', 'normal']",15,"['SPD', 'CDU', 'CSU', 'haben', 'das', 'Drittes', 'Geschlecht', 'eingeführt', 'Männlich', 'weiblich', 'Außerirdisch', '', 'Vielfalt', 'ist', 'normal']","[3, 3, 3, 5, 3, 7, 10, 10, 8, 8, 12, 0, 8, 3, 6]",5.93,[],0,"['#SPD', '#CDU', '#CSU']",3,[],0,[],0
"Angriffe in #Nürnberg |LBR| Die Polizei informiert erst etwa sieben Stunden später über die Geschehnisse. Man habe die Bürger nicht in Aufruhr versetzen wollen,TOLL und der Täter konnte weiter Frauen abstechen.. #CSU Land wo Bürger Freiwild sind.",OTHER,OTHER,"['angriffe', 'in', 'nürnberg', 'die', 'polizei', 'informiert', 'erst', 'etwa', 'sieben', 'stunden', 'später', 'über', 'die', 'geschehnisse.', 'man', 'habe', 'die', 'bürger', 'nicht', 'in', 'aufruhr', 'versetzen', 'wollen,toll', 'und', 'der', 'täter', 'konnte', 'weiter', 'frauen', 'abstechen..', 'csu', 'land', 'wo', 'bürger', 'freiwild', 'sind.']",36,"['Angriffe', 'in', 'Nürnberg', 'Die', 'Polizei', 'informiert', 'erst', 'etwa', 'sieben', 'Stunden', 'später', 'über', 'die', 'Geschehnisse', 'Man', 'habe', 'die', 'Bürger', 'nicht', 'in', 'Aufruhr', 'versetzen', 'wollenTOLL', 'und', 'der', 'Täter', 'konnte', 'weiter', 'Frauen', 'abstechen', 'CSU', 'Land', 'wo', 'Bürger', 'Freiwild', 'sind']","[8, 2, 8, 3, 7, 10, 4, 4, 6, 7, 6, 4, 3, 12, 3, 4, 3, 6, 5, 2, 7, 9, 10, 3, 3, 5, 6, 6, 6, 9, 3, 4, 2, 6, 8, 4]",5.5,[],0,"['#Nürnberg', '#CSU']",2,[],0,[],0
In Nürnberg geht die Angst um: Unbekannter nach Messer-Attacken weiter auf der Flucht..TOLL und der #Söder #CSU sagt immer noch #Bayern wäre das sicherste Bundesland in Deutschland hört sich an als wenn er die Opfer auch noch verhöhnen will.,OTHER,OTHER,"['in', 'nürnberg', 'geht', 'die', 'angst', 'um:', 'unbekannter', 'nach', 'messer-attacken', 'weiter', 'auf', 'der', 'flucht..toll', 'und', 'der', 'söder', 'csu', 'sagt', 'immer', 'noch', 'bayern', 'wäre', 'das', 'sicherste', 'bundesland', 'in', 'deutschland', 'hört', 'sich', 'an', 'als', 'wenn', 'er', 'die', 'opfer', 'auch', 'noch', 'verhöhnen', 'will.']",39,"['In', 'Nürnberg', 'geht', 'die', 'Angst', 'um', 'Unbekannter', 'nach', 'MesserAttacken', 'weiter', 'auf', 'der', 'FluchtTOLL', 'und', 'der', 'Söder', 'CSU', 'sagt', 'immer', 'noch', 'Bayern', 'wäre', 'das', 'sicherste', 'Bundesland', 'in', 'Deutschland', 'hört', 'sich', 'an', 'als', 'wenn', 'er', 'die', 'Opfer', 'auch', 'noch', 'verhöhnen', 'will']","[2, 8, 4, 3, 5, 2, 11, 4, 14, 6, 3, 3, 10, 3, 3, 5, 3, 4, 5, 4, 6, 4, 3, 9, 10, 2, 11, 4, 4, 2, 3, 4, 2, 3, 5, 4, 4, 9, 4]",5,[],0,"['#Söder', '#CSU', '#Bayern']",3,[],0,[],0
Kinder-Ehen: Müssen wir sie jetzt akzeptieren |LBR| Verbot wackelt das Verfassungsgericht könnte und wird sie bestimmt zulassen.Bei Flüchtlingen..,OTHER,OTHER,"['kinder-ehen:', 'müssen', 'wir', 'sie', 'jetzt', 'akzeptieren', 'verbot', 'wackelt', 'das', 'verfassungsgericht', 'könnte', 'und', 'wird', 'sie', 'bestimmt', 'zulassen.bei', 'flüchtlingen..']",17,"['KinderEhen', 'Müssen', 'wir', 'sie', 'jetzt', 'akzeptieren', 'Verbot', 'wackelt', 'das', 'Verfassungsgericht', 'könnte', 'und', 'wird', 'sie', 'bestimmt', 'zulassenBei', 'Flüchtlingen']","[10, 6, 3, 3, 5, 11, 6, 7, 3, 18, 6, 3, 4, 3, 8, 11, 12]",7,[],0,[],0,[],0,[],0
"Der #SPD geht das Geld aus,in manchen Bundesländern haben die Genossen schon Hartz IV beantragt.Und müssen selber erleben das beim #Jobcenter Anträge einfach nicht ankommen.TOLL weil Mitarbeiter Unterlagen einfach weg werfen..Hat System um zu Sanktioniren.",OTHER,OTHER,"['der', 'spd', 'geht', 'das', 'geld', 'aus,in', 'manchen', 'bundesländern', 'haben', 'die', 'genossen', 'schon', 'hartz', 'iv', 'beantragt.und', 'müssen', 'selber', 'erleben', 'das', 'beim', 'jobcenter', 'anträge', 'einfach', 'nicht', 'ankommen.toll', 'weil', 'mitarbeiter', 'unterlagen', 'einfach', 'weg', 'werfen..hat', 'system', 'um', 'zu', 'sanktioniren.']",35,"['Der', 'SPD', 'geht', 'das', 'Geld', 'ausin', 'manchen', 'Bundesländern', 'haben', 'die', 'Genossen', 'schon', 'Hartz', 'IV', 'beantragtUnd', 'müssen', 'selber', 'erleben', 'das', 'beim', 'Jobcenter', 'Anträge', 'einfach', 'nicht', 'ankommenTOLL', 'weil', 'Mitarbeiter', 'Unterlagen', 'einfach', 'weg', 'werfenHat', 'System', 'um', 'zu', 'Sanktioniren']","[3, 3, 4, 3, 4, 5, 7, 13, 5, 3, 8, 5, 5, 2, 12, 6, 6, 7, 3, 4, 9, 7, 7, 5, 12, 4, 11, 10, 7, 3, 9, 6, 2, 2, 12]",6.11,[],0,"['#SPD', '#Jobcenter']",2,[],0,[],0
